Reporting country,Reference period,Item,Business type,Item code,Value,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
CZECHIA,2016 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,28
CZECHIA,2016 Q4,Reinsurers' share,Non-Life,R0440,0.369704,20260416,28
CZECHIA,2016 Q4,Net,Non-Life,R0500,-6.224006,20260416,28
CZECHIA,2016 Q4,Premiums written,Life,R1401,,20260416,28
CZECHIA,2016 Q4,Premiums earned,Life,R1501,,20260416,28
CZECHIA,2016 Q4,Claims incurred,Life,R1601,,20260416,28
CZECHIA,2016 Q4,Changes in other technical provisions,Life,R1701,,20260416,28
CZECHIA,2017 Q1,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2017 Q1,Gross - Direct Business,Non-Life,R0110,831.59677,20260416,27
CZECHIA,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,99.742943,20260416,27
CZECHIA,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,50.966993,20260416,27
CZECHIA,2017 Q1,Reinsurers' share,Non-Life,R0140,323.69685,20260416,27
CZECHIA,2017 Q1,Net,Non-Life,R0200,658.609856,20260416,27
CZECHIA,2017 Q1,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2017 Q1,Gross - Direct Business,Non-Life,R0210,737.274942,20260416,27
CZECHIA,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,78.649694,20260416,27
CZECHIA,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,45.637531,20260416,27
CZECHIA,2017 Q1,Reinsurers' share,Non-Life,R0240,258.969772,20260416,27
CZECHIA,2017 Q1,Net,Non-Life,R0300,602.592396,20260416,27
CZECHIA,2017 Q1,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2017 Q1,Gross - Direct Business,Non-Life,R0310,367.385707,20260416,27
CZECHIA,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,54.688307,20260416,27
CZECHIA,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,25.633841,20260416,27
CZECHIA,2017 Q1,Reinsurers' share,Non-Life,R0340,93.615366,20260416,27
CZECHIA,2017 Q1,Net,Non-Life,R0400,354.092489,20260416,27
CZECHIA,2017 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2017 Q1,Gross - Direct Business,Non-Life,R0410,0.519696,20260416,27
CZECHIA,2017 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.000246,20260416,27
CZECHIA,2017 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2017 Q1,Reinsurers' share,Non-Life,R0440,0.103498,20260416,27
CZECHIA,2017 Q1,Net,Non-Life,R0500,0.416444,20260416,27
CZECHIA,2017 Q1,Expenses incurred,Non-Life,R0550,212.641564,20260416,27
CZECHIA,2017 Q1,Other expenses,Non-Life,R1200,37.154827,20260416,27
CZECHIA,2017 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2017 Q1,Total technical expenses,Non-Life,R1300,249.796391,20260416,27
CZECHIA,2017 Q1,Premiums written,Life,R1401,,20260416,27
CZECHIA,2017 Q1,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2017 Q1,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2017 Q1,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2017 Q1,Net Combined Ratio,Non-Life,Z0001,0.94,20260416,27
CZECHIA,2017 Q1,Net Expense Ratio,Non-Life,Z0002,0.35,20260416,27
CZECHIA,2017 Q2,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2017 Q2,Gross - Direct Business,Non-Life,R0110,1652.920643,20260416,27
CZECHIA,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,189.930446,20260416,27
CZECHIA,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,92.308906,20260416,27
CZECHIA,2017 Q2,Reinsurers' share,Non-Life,R0140,608.72232,20260416,27
CZECHIA,2017 Q2,Net,Non-Life,R0200,1326.437676,20260416,27
CZECHIA,2017 Q2,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2017 Q2,Gross - Direct Business,Non-Life,R0210,1535.483438,20260416,27
CZECHIA,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,167.071087,20260416,27
CZECHIA,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,91.10489,20260416,27
CZECHIA,2017 Q2,Reinsurers' share,Non-Life,R0240,543.059418,20260416,27
CZECHIA,2017 Q2,Net,Non-Life,R0300,1250.599997,20260416,27
CZECHIA,2017 Q2,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2017 Q2,Gross - Direct Business,Non-Life,R0310,829.393772,20260416,27
CZECHIA,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,111.145249,20260416,27
CZECHIA,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,67.038282,20260416,27
CZECHIA,2017 Q2,Reinsurers' share,Non-Life,R0340,282.015377,20260416,27
CZECHIA,2017 Q2,Net,Non-Life,R0400,725.561926,20260416,27
CZECHIA,2017 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2017 Q2,Gross - Direct Business,Non-Life,R0410,-4.895732,20260416,27
CZECHIA,2017 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.00132,20260416,27
CZECHIA,2017 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2017 Q2,Reinsurers' share,Non-Life,R0440,0.350972,20260416,27
CZECHIA,2017 Q2,Net,Non-Life,R0500,-5.245385,20260416,27
CZECHIA,2017 Q2,Expenses incurred,Non-Life,R0550,430.307891,20260416,27
CZECHIA,2017 Q2,Other expenses,Non-Life,R1200,64.013118,20260416,27
CZECHIA,2017 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2017 Q2,Total technical expenses,Non-Life,R1300,494.321009,20260416,27
CZECHIA,2017 Q2,Premiums written,Life,R1401,,20260416,27
CZECHIA,2017 Q2,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2017 Q2,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2017 Q2,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2017 Q2,Net Combined Ratio,Non-Life,Z0001,0.92,20260416,27
CZECHIA,2017 Q2,Net Expense Ratio,Non-Life,Z0002,0.34,20260416,27
CZECHIA,2017 Q3,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2017 Q3,Gross - Direct Business,Non-Life,R0110,2458.58192,20260416,27
CZECHIA,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,268.827714,20260416,27
CZECHIA,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,140.454827,20260416,27
CZECHIA,2017 Q3,Reinsurers' share,Non-Life,R0140,887.556194,20260416,27
CZECHIA,2017 Q3,Net,Non-Life,R0200,1980.308267,20260416,27
CZECHIA,2017 Q3,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2017 Q3,Gross - Direct Business,Non-Life,R0210,2368.321509,20260416,27
CZECHIA,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,258.46785,20260416,27
CZECHIA,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,136.468049,20260416,27
CZECHIA,2017 Q3,Reinsurers' share,Non-Life,R0240,849.53368,20260416,27
CZECHIA,2017 Q3,Net,Non-Life,R0300,1913.723728,20260416,27
CZECHIA,2017 Q3,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2017 Q3,Gross - Direct Business,Non-Life,R0310,1262.376394,20260416,27
CZECHIA,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,161.631572,20260416,27
CZECHIA,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,85.168442,20260416,27
CZECHIA,2017 Q3,Reinsurers' share,Non-Life,R0340,399.276867,20260416,27
CZECHIA,2017 Q3,Net,Non-Life,R0400,1109.899541,20260416,27
CZECHIA,2017 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2017 Q3,Gross - Direct Business,Non-Life,R0410,11.531209,20260416,27
CZECHIA,2017 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.009828,20260416,27
CZECHIA,2017 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2017 Q3,Reinsurers' share,Non-Life,R0440,-0.052098,20260416,27
CZECHIA,2017 Q3,Net,Non-Life,R0500,11.573479,20260416,27
CZECHIA,2017 Q3,Expenses incurred,Non-Life,R0550,636.980577,20260416,27
CZECHIA,2017 Q3,Other expenses,Non-Life,R1200,109.805966,20260416,27
CZECHIA,2017 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2017 Q3,Total technical expenses,Non-Life,R1300,746.786543,20260416,27
CZECHIA,2017 Q3,Premiums written,Life,R1401,,20260416,27
CZECHIA,2017 Q3,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2017 Q3,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2017 Q3,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2017 Q3,Net Combined Ratio,Non-Life,Z0001,0.91,20260416,27
CZECHIA,2017 Q3,Net Expense Ratio,Non-Life,Z0002,0.33,20260416,27
CZECHIA,2017 Q4,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2017 Q4,Gross - Direct Business,Non-Life,R0110,3281.239485,20260416,27
CZECHIA,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0120,346.044356,20260416,27
CZECHIA,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,199.210062,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Non-Life,R0140,1172.595722,20260416,27
CZECHIA,2017 Q4,Net,Non-Life,R0200,2653.898181,20260416,27
CZECHIA,2017 Q4,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2017 Q4,Gross - Direct Business,Non-Life,R0210,3223.457614,20260416,27
CZECHIA,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0220,341.768519,20260416,27
CZECHIA,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,199.772903,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Non-Life,R0240,1161.170376,20260416,27
CZECHIA,2017 Q4,Net,Non-Life,R0300,2603.82866,20260416,27
CZECHIA,2017 Q4,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2017 Q4,Gross - Direct Business,Non-Life,R0310,1748.8919,20260416,27
CZECHIA,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0320,208.003613,20260416,27
CZECHIA,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,145.087108,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Non-Life,R0340,584.942119,20260416,27
CZECHIA,2017 Q4,Net,Non-Life,R0400,1517.040503,20260416,27
CZECHIA,2017 Q4,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2017 Q4,Gross - Direct Business,Non-Life,R0410,10.159016,20260416,27
CZECHIA,2017 Q4,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.019374,20260416,27
CZECHIA,2017 Q4,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Non-Life,R0440,-0.082126,20260416,27
CZECHIA,2017 Q4,Net,Non-Life,R0500,10.221768,20260416,27
CZECHIA,2017 Q4,Expenses incurred,Non-Life,R0550,861.762125,20260416,27
CZECHIA,2017 Q4,Other expenses,Non-Life,R1200,150.395183,20260416,27
CZECHIA,2017 Q4,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2017 Q4,Total technical expenses,Non-Life,R1300,1012.157309,20260416,27
CZECHIA,2017 Q4,Premiums written,Life,R1401,,20260416,27
CZECHIA,2017 Q4,Gross,Life,R1410,2017.779125,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Life,R1420,173.776565,20260416,27
CZECHIA,2017 Q4,Net,Life,R1500,1844.002561,20260416,27
CZECHIA,2017 Q4,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2017 Q4,Gross,Life,R1510,2026.047558,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Life,R1520,174.028962,20260416,27
CZECHIA,2017 Q4,Net,Life,R1600,1852.018596,20260416,27
CZECHIA,2017 Q4,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2017 Q4,Gross,Life,R1610,1445.541382,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Life,R1620,83.092188,20260416,27
CZECHIA,2017 Q4,Net,Life,R1700,1362.449194,20260416,27
CZECHIA,2017 Q4,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2017 Q4,Gross,Life,R1710,46.894752,20260416,27
CZECHIA,2017 Q4,Reinsurers' share,Life,R1720,10.066758,20260416,27
CZECHIA,2017 Q4,Net,Life,R1800,36.827993,20260416,27
CZECHIA,2017 Q4,Expenses incurred,Life,R1900,439.774423,20260416,27
CZECHIA,2017 Q4,Other expenses,Life,R2500,39.273508,20260416,27
CZECHIA,2017 Q4,Balance - other technical expenses/income,Life,R2510,,20260416,27
CZECHIA,2017 Q4,Total technical expenses,Life,R2600,479.04793,20260416,27
CZECHIA,2017 Q4,Net Combined Ratio,Non-Life,Z0001,0.91,20260416,27
CZECHIA,2017 Q4,Net Expense Ratio,Non-Life,Z0002,0.33,20260416,27
CZECHIA,2018 Q1,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2018 Q1,Gross - Direct Business,Non-Life,R0110,935.947716,20260416,27
CZECHIA,2018 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0120,113.179096,20260416,27
CZECHIA,2018 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,49.598207,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Non-Life,R0140,350.627705,20260416,27
CZECHIA,2018 Q1,Net,Non-Life,R0200,748.097313,20260416,27
CZECHIA,2018 Q1,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2018 Q1,Gross - Direct Business,Non-Life,R0210,830.239798,20260416,27
CZECHIA,2018 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0220,98.591461,20260416,27
CZECHIA,2018 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,41.841674,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Non-Life,R0240,289.982947,20260416,27
CZECHIA,2018 Q1,Net,Non-Life,R0300,680.689986,20260416,27
CZECHIA,2018 Q1,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2018 Q1,Gross - Direct Business,Non-Life,R0310,408.896793,20260416,27
CZECHIA,2018 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0320,50.015208,20260416,27
CZECHIA,2018 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,20.099638,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Non-Life,R0340,120.488248,20260416,27
CZECHIA,2018 Q1,Net,Non-Life,R0400,358.52339,20260416,27
CZECHIA,2018 Q1,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2018 Q1,Gross - Direct Business,Non-Life,R0410,0.284542,20260416,27
CZECHIA,2018 Q1,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.001129,20260416,27
CZECHIA,2018 Q1,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Non-Life,R0440,0.093775,20260416,27
CZECHIA,2018 Q1,Net,Non-Life,R0500,0.191896,20260416,27
CZECHIA,2018 Q1,Expenses incurred,Non-Life,R0550,233.069312,20260416,27
CZECHIA,2018 Q1,Other expenses,Non-Life,R1200,39.547837,20260416,27
CZECHIA,2018 Q1,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2018 Q1,Total technical expenses,Non-Life,R1300,272.61715,20260416,27
CZECHIA,2018 Q1,Premiums written,Life,R1401,,20260416,27
CZECHIA,2018 Q1,Gross,Life,R1410,488.704533,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Life,R1420,42.688477,20260416,27
CZECHIA,2018 Q1,Net,Life,R1500,446.016056,20260416,27
CZECHIA,2018 Q1,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2018 Q1,Gross,Life,R1510,489.673762,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Life,R1520,42.508318,20260416,27
CZECHIA,2018 Q1,Net,Life,R1600,447.165444,20260416,27
CZECHIA,2018 Q1,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2018 Q1,Gross,Life,R1610,361.468177,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Life,R1620,26.77945,20260416,27
CZECHIA,2018 Q1,Net,Life,R1700,334.688727,20260416,27
CZECHIA,2018 Q1,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2018 Q1,Gross,Life,R1710,112.906783,20260416,27
CZECHIA,2018 Q1,Reinsurers' share,Life,R1720,5.298805,20260416,27
CZECHIA,2018 Q1,Net,Life,R1800,107.607978,20260416,27
CZECHIA,2018 Q1,Expenses incurred,Life,R1900,125.930565,20260416,27
CZECHIA,2018 Q1,Other expenses,Life,R2500,5.366511,20260416,27
CZECHIA,2018 Q1,Balance - other technical expenses/income,Life,R2510,,20260416,27
CZECHIA,2018 Q1,Total technical expenses,Life,R2600,131.297076,20260416,27
CZECHIA,2018 Q1,Net Combined Ratio,Non-Life,Z0001,0.87,20260416,27
CZECHIA,2018 Q1,Net Expense Ratio,Non-Life,Z0002,0.34,20260416,27
CZECHIA,2018 Q2,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2018 Q2,Gross - Direct Business,Non-Life,R0110,1768.324711,20260416,27
CZECHIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0120,209.173432,20260416,27
CZECHIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,82.969319,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Non-Life,R0140,637.335291,20260416,27
CZECHIA,2018 Q2,Net,Non-Life,R0200,1423.132171,20260416,27
CZECHIA,2018 Q2,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2018 Q2,Gross - Direct Business,Non-Life,R0210,1644.209223,20260416,27
CZECHIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0220,189.539235,20260416,27
CZECHIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,81.005501,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Non-Life,R0240,585.039789,20260416,27
CZECHIA,2018 Q2,Net,Non-Life,R0300,1329.714171,20260416,27
CZECHIA,2018 Q2,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2018 Q2,Gross - Direct Business,Non-Life,R0310,868.895262,20260416,27
CZECHIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0320,117.608176,20260416,27
CZECHIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,37.975381,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Non-Life,R0340,295.885677,20260416,27
CZECHIA,2018 Q2,Net,Non-Life,R0400,728.593142,20260416,27
CZECHIA,2018 Q2,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2018 Q2,Gross - Direct Business,Non-Life,R0410,1.59472,20260416,27
CZECHIA,2018 Q2,Gross - Proportional reinsurance accepted,Non-Life,R0420,-0.001583,20260416,27
CZECHIA,2018 Q2,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Non-Life,R0440,0.042476,20260416,27
CZECHIA,2018 Q2,Net,Non-Life,R0500,1.550661,20260416,27
CZECHIA,2018 Q2,Expenses incurred,Non-Life,R0550,467.667674,20260416,27
CZECHIA,2018 Q2,Other expenses,Non-Life,R1200,72.878493,20260416,27
CZECHIA,2018 Q2,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2018 Q2,Total technical expenses,Non-Life,R1300,540.546167,20260416,27
CZECHIA,2018 Q2,Premiums written,Life,R1401,,20260416,27
CZECHIA,2018 Q2,Gross,Life,R1410,968.101416,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Life,R1420,85.341838,20260416,27
CZECHIA,2018 Q2,Net,Life,R1500,882.759578,20260416,27
CZECHIA,2018 Q2,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2018 Q2,Gross,Life,R1510,971.255838,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Life,R1520,84.909284,20260416,27
CZECHIA,2018 Q2,Net,Life,R1600,886.346554,20260416,27
CZECHIA,2018 Q2,Claims incurred,Life,R1601,,20260416,27
CZECHIA,2018 Q2,Gross,Life,R1610,696.766617,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Life,R1620,40.145406,20260416,27
CZECHIA,2018 Q2,Net,Life,R1700,656.621211,20260416,27
CZECHIA,2018 Q2,Changes in other technical provisions,Life,R1701,,20260416,27
CZECHIA,2018 Q2,Gross,Life,R1710,149.498133,20260416,27
CZECHIA,2018 Q2,Reinsurers' share,Life,R1720,6.846653,20260416,27
CZECHIA,2018 Q2,Net,Life,R1800,142.65148,20260416,27
CZECHIA,2018 Q2,Expenses incurred,Life,R1900,243.169846,20260416,27
CZECHIA,2018 Q2,Other expenses,Life,R2500,10.159099,20260416,27
CZECHIA,2018 Q2,Balance - other technical expenses/income,Life,R2510,,20260416,27
CZECHIA,2018 Q2,Total technical expenses,Life,R2600,253.328946,20260416,27
CZECHIA,2018 Q2,Net Combined Ratio,Non-Life,Z0001,0.9,20260416,27
CZECHIA,2018 Q2,Net Expense Ratio,Non-Life,Z0002,0.35,20260416,27
CZECHIA,2018 Q3,Premiums written,Non-Life,R0101,,20260416,27
CZECHIA,2018 Q3,Gross - Direct Business,Non-Life,R0110,2639.838241,20260416,27
CZECHIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0120,291.790871,20260416,27
CZECHIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0130,127.003849,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Non-Life,R0140,961.371377,20260416,27
CZECHIA,2018 Q3,Net,Non-Life,R0200,2097.261583,20260416,27
CZECHIA,2018 Q3,Premiums earned,Non-Life,R0201,,20260416,27
CZECHIA,2018 Q3,Gross - Direct Business,Non-Life,R0210,2546.076362,20260416,27
CZECHIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0220,284.28377,20260416,27
CZECHIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0230,122.256949,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Non-Life,R0240,931.144979,20260416,27
CZECHIA,2018 Q3,Net,Non-Life,R0300,2021.472101,20260416,27
CZECHIA,2018 Q3,Claims incurred,Non-Life,R0301,,20260416,27
CZECHIA,2018 Q3,Gross - Direct Business,Non-Life,R0310,1332.591906,20260416,27
CZECHIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0320,175.776785,20260416,27
CZECHIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0330,43.315462,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Non-Life,R0340,452.085894,20260416,27
CZECHIA,2018 Q3,Net,Non-Life,R0400,1099.598259,20260416,27
CZECHIA,2018 Q3,Changes in other technical provisions,Non-Life,R0401,,20260416,27
CZECHIA,2018 Q3,Gross - Direct Business,Non-Life,R0410,2.086295,20260416,27
CZECHIA,2018 Q3,Gross - Proportional reinsurance accepted,Non-Life,R0420,0.001524,20260416,27
CZECHIA,2018 Q3,Gross - Non-proportional reinsurance accepted,Non-Life,R0430,0.0,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Non-Life,R0440,-0.002662,20260416,27
CZECHIA,2018 Q3,Net,Non-Life,R0500,2.090481,20260416,27
CZECHIA,2018 Q3,Expenses incurred,Non-Life,R0550,686.001486,20260416,27
CZECHIA,2018 Q3,Other expenses,Non-Life,R1200,113.693037,20260416,27
CZECHIA,2018 Q3,Balance - other technical expenses/income,Non-Life,R1210,,20260416,27
CZECHIA,2018 Q3,Total technical expenses,Non-Life,R1300,799.694523,20260416,27
CZECHIA,2018 Q3,Premiums written,Life,R1401,,20260416,27
CZECHIA,2018 Q3,Gross,Life,R1410,1464.325521,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Life,R1420,130.788936,20260416,27
CZECHIA,2018 Q3,Net,Life,R1500,1333.536585,20260416,27
CZECHIA,2018 Q3,Premiums earned,Life,R1501,,20260416,27
CZECHIA,2018 Q3,Gross,Life,R1510,1470.195179,20260416,27
CZECHIA,2018 Q3,Reinsurers' share,Life,R1520,130.376127,20260416,27
CZECHIA,2018 Q3,Net,Life,R1600,1339.819052,20260416,27
